order_id,customer_id,product_name,category,quantity,unit_price,total_price,order_date,city,country
ORD_00058,CUST_0292,Socks Pack,Clothing,4,14.99,59.96,2024-06-15,London,UK
ORD_00059,CUST_0053,Plant Pot,Home & Garden,5,18.99,94.95,2024-03-08,New York,USA
ORD_00060,CUST_0037,Wireless Headphones,Electronics,4,59.99,239.96,2024-04-15,Mumbai,India
ORD_00061,CUST_0126,Running Shoes,Sports,4,109.99,439.96,2024-03-25,Paris,France
ORD_00062,CUST_0222,Yoga Mat,Sports,4,29.99,119.96,2024-10-04,New York,USA
ORD_00063,CUST_0025,Plant Pot,Home & Garden,3,18.99,56.97,2024-05-28,Mumbai,India
ORD_00064,CUST_0199,T-Shirt,Clothing,3,24.99,74.97,2024-04-27,Paris,France
ORD_00065,CUST_0150,LED Bulb Pack,Home & Garden,5,22.99,114.95,2024-01-17,Mumbai,India
ORD_00066,CUST_0032,Plant Pot,Home & Garden,4,18.99,75.96,2024-09-04,Toronto,Canada
ORD_00067,CUST_0050,Fiction Novel,Books,1,14.99,14.99,2024-08-06,Mumbai,India
ORD_00068,CUST_0141,Running Shoes,Sports,5,109.99,549.95,2024-08-22,Berlin,Germany
ORD_00069,CUST_0087,Yoga Mat,Sports,4,29.99,119.96,2024-10-08,Los Angeles,USA
ORD_00070,CUST_0160,Fiction Novel,Books,2,14.99,29.98,2024-10-17,London,UK
ORD_00071,CUST_0087,Dumbbell Set,Sports,4,59.99,239.96,2024-05-04,Tokyo,Japan
ORD_00072,CUST_0196,Socks Pack,Clothing,3,14.99,44.97,2024-12-25,Los Angeles,USA
ORD_00073,CUST_0081,Sneakers,Clothing,3,89.99,269.97,2024-03-28,Chicago,USA
ORD_00074,CUST_0032,Self-Help Guide,Books,5,19.99,99.95,2024-11-02,Mumbai,India
ORD_00075,CUST_0058,Throw Pillow,Home & Garden,2,29.99,59.98,2024-10-09,Los Angeles,USA
ORD_00076,CUST_0277,Socks Pack,Clothing,1,14.99,14.99,2024-08-05,Mumbai,India
ORD_00077,CUST_0137,USB-C Cable,Electronics,3,12.99,38.97,2024-02-16,Los Angeles,USA
ORD_00078,CUST_0053,Phone Case,Electronics,1,19.99,19.99,2024-10-02,Los Angeles,USA
ORD_00079,CUST_0241,Throw Pillow,Home & Garden,3,29.99,89.97,2024-05-24,Tokyo,Japan
ORD_00080,CUST_0263,Socks Pack,Clothing,3,14.99,44.97,2024-10-24,Sydney,Australia
ORD_00081,CUST_0267,Plant Pot,Home & Garden,3,18.99,56.97,2024-03-07,Los Angeles,USA
ORD_00082,CUST_0125,Jacket,Clothing,3,119.99,359.97,2024-04-02,Mumbai,India
ORD_00083,CUST_0269,USB-C Cable,Electronics,5,12.99,64.95,2024-02-03,Paris,France
ORD_00084,CUST_0278,Yoga Mat,Sports,1,29.99,29.99,2024-09-03,Berlin,Germany
ORD_00085,CUST_0072,Dumbbell Set,Sports,5,59.99,299.95,2024-12-09,Mumbai,India
ORD_00086,CUST_0193,Water Bottle,Sports,4,14.99,59.96,2024-08-22,Tokyo,Japan
ORD_00087,CUST_0097,Python Cookbook,Books,5,44.99,224.95,2024-07-28,Paris,France
ORD_00088,CUST_0116,Dumbbell Set,Sports,3,59.99,179.97,2024-09-18,Sydney,Australia
ORD_00089,CUST_0131,Jeans,Clothing,1,49.99,49.99,2024-06-05,Los Angeles,USA
ORD_00090,CUST_0111,Garden Hose,Home & Garden,2,39.99,79.98,2024-07-11,London,UK
ORD_00091,CUST_0055,Data Science Handbook,Books,3,39.99,119.97,2024-09-07,London,UK
ORD_00092,CUST_0275,Jacket,Clothing,5,119.99,599.95,2024-11-14,Tokyo,Japan
ORD_00093,CUST_0289,Data Science Handbook,Books,3,39.99,119.97,2024-11-14,Paris,France
ORD_00094,CUST_0160,Data Science Handbook,Books,5,39.99,199.95,2024-10-18,Paris,France
ORD_00095,CUST_0011,USB-C Cable,Electronics,1,12.99,12.99,2024-03-17,Sydney,Australia
ORD_00096,CUST_0040,Fiction Novel,Books,5,14.99,74.95,2024-12-18,Mumbai,India
ORD_00097,CUST_0175,Python Cookbook,Books,4,44.99,179.96,2024-02-15,Sydney,Australia
ORD_00098,CUST_0288,Running Shoes,Sports,1,109.99,109.99,2024-03-23,Mumbai,India
ORD_00099,CUST_0299,Throw Pillow,Home & Garden,3,29.99,89.97,2024-10-27,Sydney,Australia
ORD_00100,CUST_0178,Yoga Mat,Sports,2,29.99,59.98,2024-01-03,Sydney,Australia
ORD_00101,CUST_0039,Garden Hose,Home & Garden,1,39.99,39.99,2024-07-01,Los Angeles,USA
ORD_00102,CUST_0157,Throw Pillow,Home & Garden,3,29.99,89.97,2024-09-22,Tokyo,Japan
ORD_00103,CUST_0071,Running Shoes,Sports,3,109.99,329.97,2024-08-04,Berlin,Germany
ORD_00104,CUST_0036,Dumbbell Set,Sports,1,59.99,59.99,2024-09-03,Sydney,Australia
ORD_00105,CUST_0277,Garden Hose,Home & Garden,4,39.99,159.96,2024-10-06,Berlin,Germany
ORD_00106,CUST_0270,History Book,Books,2,24.99,49.98,2024-10-22,Sydney,Australia
ORD_00107,CUST_0160,Data Science Handbook,Books,4,39.99,159.96,2024-04-09,London,UK
ORD_00108,CUST_0281,Power Bank,Electronics,1,34.99,34.99,2024-07-13,New York,USA
ORD_00109,CUST_0053,Data Science Handbook,Books,1,39.99,39.99,2024-07-27,Sydney,Australia
ORD_00110,CUST_0144,Resistance Bands,Sports,4,19.99,79.96,2024-02-11,Tokyo,Japan
ORD_00111,CUST_0254,Self-Help Guide,Books,1,19.99,19.99,2024-12-12,Sydney,Australia
ORD_00112,CUST_0192,USB-C Cable,Electronics,5,12.99,64.95,2024-02-04,Toronto,Canada
ORD_00113,CUST_0164,Throw Pillow,Home & Garden,1,29.99,29.99,2024-01-03,Tokyo,Japan
ORD_00114,CUST_0089,Garden Hose,Home & Garden,5,39.99,199.95,2024-12-13,Berlin,Germany
ORD_00115,CUST_0155,Sneakers,Clothing,1,89.99,89.99,2024-12-21,London,UK
ORD_00116,CUST_0300,Fiction Novel,Books,1,14.99,14.99,2024-01-25,London,UK
ORD_00117,CUST_0013,Data Science Handbook,Books,4,39.99,159.96,2024-02-19,Toronto,Canada
ORD_00118,CUST_0196,Yoga Mat,Sports,4,29.99,119.96,2024-08-03,Los Angeles,USA
ORD_00119,CUST_0074,Self-Help Guide,Books,5,19.99,99.95,2024-03-13,New York,USA
ORD_00120,CUST_0060,Power Bank,Electronics,4,34.99,139.96,2024-01-26,Toronto,Canada
ORD_00121,CUST_0002,Jacket,Clothing,5,119.99,599.95,2024-01-05,New York,USA
ORD_00122,CUST_0241,Power Bank,Electronics,4,34.99,139.96,2024-12-07,Mumbai,India
ORD_00123,CUST_0201,Socks Pack,Clothing,2,14.99,29.98,2024-10-28,New York,USA
ORD_00124,CUST_0210,Yoga Mat,Sports,4,29.99,119.96,2024-10-24,Toronto,Canada
ORD_00125,CUST_0035,Plant Pot,Home & Garden,3,18.99,56.97,2024-02-20,Chicago,USA
ORD_00126,CUST_0190,Throw Pillow,Home & Garden,4,29.99,119.96,2024-02-24,Paris,France
ORD_00127,CUST_0016,Plant Pot,Home & Garden,5,18.99,94.95,2024-03-01,Sydney,Australia
ORD_00128,CUST_0295,T-Shirt,Clothing,4,24.99,99.96,2024-09-18,Paris,France
ORD_00129,CUST_0002,Plant Pot,Home & Garden,1,18.99,18.99,2024-01-07,Tokyo,Japan
ORD_00130,CUST_0052,Water Bottle,Sports,4,14.99,59.96,2024-05-03,Berlin,Germany
ORD_00131,CUST_0178,Python Cookbook,Books,2,44.99,89.98,2024-06-16,Mumbai,India
ORD_00132,CUST_0172,Data Science Handbook,Books,4,39.99,159.96,2024-06-05,Toronto,Canada
ORD_00133,CUST_0126,Socks Pack,Clothing,3,14.99,44.97,2024-07-16,London,UK
ORD_00134,CUST_0283,Data Science Handbook,Books,4,39.99,159.96,2024-02-05,Berlin,Germany
ORD_00135,CUST_0275,Throw Pillow,Home & Garden,4,29.99,119.96,2024-06-04,Berlin,Germany
ORD_00136,CUST_0084,Power Bank,Electronics,1,34.99,34.99,2024-02-09,Mumbai,India
ORD_00137,CUST_0121,Fiction Novel,Books,4,14.99,59.96,2024-08-28,Tokyo,Japan
ORD_00138,CUST_0066,Plant Pot,Home & Garden,3,18.99,56.97,2024-12-17,Toronto,Canada
ORD_00139,CUST_0090,Data Science Handbook,Books,5,39.99,199.95,2024-06-14,New York,USA
ORD_00140,CUST_0172,Plant Pot,Home & Garden,2,18.99,37.98,2024-05-16,New York,USA
ORD_00141,CUST_0177,Garden Hose,Home & Garden,3,39.99,119.97,2024-08-18,Tokyo,Japan
ORD_00142,CUST_0165,Jeans,Clothing,4,49.99,199.96,2024-03-13,London,UK
ORD_00143,CUST_0289,Garden Hose,Home & Garden,3,39.99,119.97,2024-07-23,London,UK
ORD_00144,CUST_0277,Fiction Novel,Books,5,14.99,74.95,2024-11-15,Los Angeles,USA
ORD_00145,CUST_0074,Fiction Novel,Books,2,14.99,29.98,2024-04-15,Sydney,Australia
ORD_00146,CUST_0035,Resistance Bands,Sports,3,19.99,59.97,2024-01-03,New York,USA
ORD_00147,CUST_0024,Dumbbell Set,Sports,5,59.99,299.95,2024-04-16,New York,USA
ORD_00148,CUST_0095,Sneakers,Clothing,1,89.99,89.99,2024-01-21,Sydney,Australia
ORD_00149,CUST_0212,Yoga Mat,Sports,3,29.99,89.97,2024-11-12,Toronto,Canada
ORD_00150,CUST_0181,Jacket,Clothing,1,119.99,119.99,2024-09-04,Chicago,USA
ORD_00151,CUST_0023,LED Bulb Pack,Home & Garden,3,22.99,68.97,2024-12-13,Mumbai,India
ORD_00152,CUST_0207,Fiction Novel,Books,2,14.99,29.98,2024-02-20,Sydney,Australia
ORD_00153,CUST_0101,Data Science Handbook,Books,5,39.99,199.95,2024-01-19,Tokyo,Japan
ORD_00154,CUST_0050,Jacket,Clothing,3,119.99,359.97,2024-09-05,Berlin,Germany
ORD_00155,CUST_0288,Wall Clock,Home & Garden,5,34.99,174.95,2024-07-06,Mumbai,India
ORD_00156,CUST_0043,Dumbbell Set,Sports,5,59.99,299.95,2024-07-13,Tokyo,Japan
ORD_00157,CUST_0251,Resistance Bands,Sports,2,19.99,39.98,2024-10-02,New York,USA
ORD_00158,CUST_0046,Throw Pillow,Home & Garden,3,29.99,89.97,2024-04-06,Mumbai,India
ORD_00159,CUST_0190,Socks Pack,Clothing,5,14.99,74.95,2024-03-06,New York,USA
ORD_00160,CUST_0176,T-Shirt,Clothing,3,24.99,74.97,2024-09-14,Mumbai,India
ORD_00161,CUST_0253,Wireless Headphones,Electronics,2,59.99,119.98,2024-11-24,Chicago,USA
ORD_00162,CUST_0202,Fiction Novel,Books,4,14.99,59.96,2024-10-22,Berlin,Germany
ORD_00163,CUST_0224,Python Cookbook,Books,4,44.99,179.96,2024-07-25,London,UK
ORD_00164,CUST_0145,Socks Pack,Clothing,5,14.99,74.95,2024-07-22,London,UK
ORD_00165,CUST_0130,Self-Help Guide,Books,2,19.99,39.98,2024-11-09,Paris,France
ORD_00166,CUST_0103,Plant Pot,Home & Garden,5,18.99,94.95,2024-07-14,London,UK
ORD_00167,CUST_0007,Water Bottle,Sports,3,14.99,44.97,2024-05-28,Los Angeles,USA
ORD_00168,CUST_0054,Running Shoes,Sports,4,109.99,439.96,2024-01-10,London,UK
ORD_00169,CUST_0183,T-Shirt,Clothing,2,24.99,49.98,2024-12-20,New York,USA
ORD_00170,CUST_0180,Throw Pillow,Home & Garden,2,29.99,59.98,2024-07-01,Los Angeles,USA
ORD_00171,CUST_0158,LED Bulb Pack,Home & Garden,1,22.99,22.99,2024-08-20,Sydney,Australia
ORD_00172,CUST_0144,Dumbbell Set,Sports,4,59.99,239.96,2024-12-22,Toronto,Canada
ORD_00173,CUST_0086,Self-Help Guide,Books,3,19.99,59.97,2024-12-18,Sydney,Australia
ORD_00174,CUST_0035,Fiction Novel,Books,5,14.99,74.95,2024-07-21,New York,USA
ORD_00175,CUST_0289,Water Bottle,Sports,4,14.99,59.96,2024-08-12,Paris,France
ORD_00176,CUST_0087,Yoga Mat,Sports,5,29.99,149.95,2024-10-21,Los Angeles,USA
ORD_00177,CUST_0002,Running Shoes,Sports,4,109.99,439.96,2024-02-09,London,UK
ORD_00178,CUST_0147,Bluetooth Speaker,Electronics,4,79.99,319.96,2024-11-28,Mumbai,India
ORD_00179,CUST_0073,Water Bottle,Sports,2,14.99,29.98,2024-05-03,Mumbai,India
ORD_00180,CUST_0167,History Book,Books,1,24.99,24.99,2024-07-23,Chicago,USA
ORD_00181,CUST_0072,Socks Pack,Clothing,3,14.99,44.97,2024-01-02,Toronto,Canada
ORD_00182,CUST_0033,Socks Pack,Clothing,1,14.99,14.99,2024-12-19,London,UK
ORD_00183,CUST_0003,History Book,Books,4,24.99,99.96,2024-11-21,Sydney,Australia
ORD_00184,CUST_0015,Data Science Handbook,Books,5,39.99,199.95,2024-11-07,London,UK
ORD_00185,CUST_0134,Phone Case,Electronics,2,19.99,39.98,2024-01-27,Toronto,Canada
ORD_00186,CUST_0009,LED Bulb Pack,Home & Garden,4,22.99,91.96,2024-10-12,Paris,France
ORD_00187,CUST_0077,Self-Help Guide,Books,4,19.99,79.96,2024-03-12,Tokyo,Japan
ORD_00188,CUST_0257,Water Bottle,Sports,2,14.99,29.98,2024-11-09,Sydney,Australia
ORD_00189,CUST_0035,Fiction Novel,Books,3,14.99,44.97,2024-04-16,London,UK
ORD_00190,CUST_0026,Dumbbell Set,Sports,1,59.99,59.99,2024-09-10,Tokyo,Japan
ORD_00191,CUST_0161,Garden Hose,Home & Garden,3,39.99,119.97,2024-12-18,Toronto,Canada
ORD_00192,CUST_0042,Jacket,Clothing,3,119.99,359.97,2024-02-17,Paris,France
ORD_00193,CUST_0221,Power Bank,Electronics,5,34.99,174.95,2024-08-02,Sydney,Australia
ORD_00194,CUST_0150,Sneakers,Clothing,5,89.99,449.95,2024-05-04,Chicago,USA
ORD_00195,CUST_0106,USB-C Cable,Electronics,1,12.99,12.99,2024-03-16,New York,USA
ORD_00196,CUST_0191,USB-C Cable,Electronics,3,12.99,38.97,2024-11-10,Mumbai,India
ORD_00197,CUST_0289,Throw Pillow,Home & Garden,5,29.99,149.95,2024-10-15,Mumbai,India
ORD_00198,CUST_0270,Wall Clock,Home & Garden,2,34.99,69.98,2024-05-07,London,UK
ORD_00199,CUST_0092,LED Bulb Pack,Home & Garden,5,22.99,114.95,2024-07-28,Mumbai,India
ORD_00200,CUST_0197,Data Science Handbook,Books,3,39.99,119.97,2024-01-09,Tokyo,Japan
ORD_00201,CUST_0054,Resistance Bands,Sports,2,19.99,39.98,2024-02-10,London,UK
ORD_00202,CUST_0169,Yoga Mat,Sports,2,29.99,59.98,2024-04-23,New York,USA
ORD_00203,CUST_0259,Garden Hose,Home & Garden,4,39.99,159.96,2024-06-27,Berlin,Germany
ORD_00204,CUST_0245,Water Bottle,Sports,4,14.99,59.96,2024-09-26,Chicago,USA
ORD_00205,CUST_0052,Jacket,Clothing,3,119.99,359.97,2024-07-09,Los Angeles,USA
ORD_00206,CUST_0287,Bluetooth Speaker,Electronics,4,79.99,319.96,2024-10-15,London,UK
ORD_00207,CUST_0282,Water Bottle,Sports,1,14.99,14.99,2024-12-21,New York,USA
ORD_00208,CUST_0074,USB-C Cable,Electronics,1,12.99,12.99,2024-07-02,New York,USA
ORD_00209,CUST_0238,Water Bottle,Sports,2,14.99,29.98,2024-04-02,Paris,France
ORD_00210,CUST_0116,Power Bank,Electronics,1,34.99,34.99,2024-10-02,Tokyo,Japan
ORD_00211,CUST_0294,Running Shoes,Sports,3,109.99,329.97,2024-04-14,Chicago,USA
ORD_00212,CUST_0001,Jeans,Clothing,3,49.99,149.97,2024-04-04,Los Angeles,USA
ORD_00213,CUST_0034,Wall Clock,Home & Garden,1,34.99,34.99,2024-07-08,New York,USA
ORD_00214,CUST_0130,Plant Pot,Home & Garden,2,18.99,37.98,2024-07-22,Berlin,Germany
ORD_00215,CUST_0069,Wall Clock,Home & Garden,3,34.99,104.97,2024-04-17,Chicago,USA
ORD_00216,CUST_0205,Socks Pack,Clothing,3,14.99,44.97,2024-05-07,Toronto,Canada
ORD_00217,CUST_0145,Data Science Handbook,Books,2,39.99,79.98,2024-01-14,Mumbai,India
ORD_00218,CUST_0046,Wall Clock,Home & Garden,4,34.99,139.96,2024-08-02,Los Angeles,USA
ORD_00219,CUST_0027,T-Shirt,Clothing,1,24.99,24.99,2024-01-27,Mumbai,India
ORD_00220,CUST_0034,Power Bank,Electronics,1,34.99,34.99,2024-09-18,Los Angeles,USA
ORD_00221,CUST_0070,LED Bulb Pack,Home & Garden,1,22.99,22.99,2024-08-20,Paris,France
ORD_00222,CUST_0257,Water Bottle,Sports,1,14.99,14.99,2024-07-18,Chicago,USA
ORD_00223,CUST_0299,Plant Pot,Home & Garden,5,18.99,94.95,2024-11-09,Sydney,Australia
ORD_00224,CUST_0137,Jeans,Clothing,5,49.99,249.95,2024-12-17,Paris,France
ORD_00225,CUST_0221,Dumbbell Set,Sports,1,59.99,59.99,2024-10-05,London,UK
ORD_00226,CUST_0181,Sneakers,Clothing,4,89.99,359.96,2024-04-07,Los Angeles,USA
ORD_00227,CUST_0247,Throw Pillow,Home & Garden,4,29.99,119.96,2024-01-25,London,UK
ORD_00228,CUST_0006,Phone Case,Electronics,2,19.99,39.98,2024-09-05,London,UK
ORD_00229,CUST_0091,History Book,Books,5,24.99,124.95,2024-09-24,Sydney,Australia
ORD_00230,CUST_0179,T-Shirt,Clothing,5,24.99,124.95,2024-03-04,Los Angeles,USA
ORD_00231,CUST_0019,Python Cookbook,Books,4,44.99,179.96,2024-03-23,Tokyo,Japan
ORD_00232,CUST_0002,Plant Pot,Home & Garden,5,18.99,94.95,2024-12-01,Chicago,USA
ORD_00233,CUST_0117,Wall Clock,Home & Garden,3,34.99,104.97,2024-02-17,Paris,France
ORD_00234,CUST_0161,Yoga Mat,Sports,5,29.99,149.95,2024-02-18,Berlin,Germany
ORD_00235,CUST_0135,USB-C Cable,Electronics,4,12.99,51.96,2024-08-04,New York,USA
ORD_00236,CUST_0251,Jeans,Clothing,4,49.99,199.96,2024-03-01,Mumbai,India
ORD_00237,CUST_0255,Bluetooth Speaker,Electronics,1,79.99,79.99,2024-11-24,Chicago,USA
ORD_00238,CUST_0167,Jacket,Clothing,4,119.99,479.96,2024-07-12,Los Angeles,USA
ORD_00239,CUST_0229,History Book,Books,3,24.99,74.97,2024-07-08,Sydney,Australia
ORD_00240,CUST_0126,History Book,Books,5,24.99,124.95,2024-12-15,Los Angeles,USA
ORD_00241,CUST_0108,Yoga Mat,Sports,1,29.99,29.99,2024-07-12,Sydney,Australia
ORD_00242,CUST_0267,Wall Clock,Home & Garden,1,34.99,34.99,2024-08-12,Sydney,Australia
ORD_00243,CUST_0108,Phone Case,Electronics,3,19.99,59.97,2024-12-08,Los Angeles,USA
ORD_00244,CUST_0258,Phone Case,Electronics,1,19.99,19.99,2024-12-26,Mumbai,India
ORD_00245,CUST_0264,Jeans,Clothing,2,49.99,99.98,2024-09-19,Berlin,Germany
ORD_00246,CUST_0156,Running Shoes,Sports,2,109.99,219.98,2024-02-21,Berlin,Germany
ORD_00247,CUST_0285,History Book,Books,3,24.99,74.97,2024-07-13,Sydney,Australia
ORD_00248,CUST_0260,Phone Case,Electronics,5,19.99,99.95,2024-11-23,Tokyo,Japan
ORD_00249,CUST_0130,Plant Pot,Home & Garden,1,18.99,18.99,2024-09-13,Chicago,USA
ORD_00250,CUST_0114,USB-C Cable,Electronics,5,12.99,64.95,2024-10-21,Mumbai,India
ORD_00251,CUST_0188,Dumbbell Set,Sports,4,59.99,239.96,2024-04-10,London,UK
ORD_00252,CUST_0123,Fiction Novel,Books,3,14.99,44.97,2024-01-17,London,UK
ORD_00253,CUST_0021,Wall Clock,Home & Garden,3,34.99,104.97,2024-03-10,Berlin,Germany
ORD_00254,CUST_0040,Jeans,Clothing,2,49.99,99.98,2024-04-05,Sydney,Australia
ORD_00255,CUST_0008,Jacket,Clothing,1,119.99,119.99,2024-12-21,London,UK
ORD_00256,CUST_0227,T-Shirt,Clothing,1,24.99,24.99,2024-08-25,Berlin,Germany
ORD_00257,CUST_0293,Jeans,Clothing,3,49.99,149.97,2024-03-14,Chicago,USA
ORD_00258,CUST_0078,Plant Pot,Home & Garden,3,18.99,56.97,2024-02-02,Berlin,Germany
ORD_00259,CUST_0074,Bluetooth Speaker,Electronics,1,79.99,79.99,2024-08-19,Mumbai,India
ORD_00260,CUST_0076,Wall Clock,Home & Garden,1,34.99,34.99,2024-02-09,Chicago,USA
ORD_00261,CUST_0232,Jacket,Clothing,2,119.99,239.98,2024-11-03,Toronto,Canada
ORD_00262,CUST_0286,Running Shoes,Sports,5,109.99,549.95,2024-08-03,London,UK
ORD_00263,CUST_0067,Plant Pot,Home & Garden,5,18.99,94.95,2024-07-12,London,UK
ORD_00264,CUST_0186,Power Bank,Electronics,5,34.99,174.95,2024-05-16,Sydney,Australia
ORD_00265,CUST_0137,Plant Pot,Home & Garden,1,18.99,18.99,2024-02-03,Chicago,USA
ORD_00266,CUST_0221,Resistance Bands,Sports,3,19.99,59.97,2024-09-09,Paris,France
ORD_00267,CUST_0034,Resistance Bands,Sports,5,19.99,99.95,2024-10-01,Berlin,Germany
ORD_00268,CUST_0283,Python Cookbook,Books,2,44.99,89.98,2024-05-04,Tokyo,Japan
ORD_00269,CUST_0116,Socks Pack,Clothing,4,14.99,59.96,2024-04-05,Los Angeles,USA
ORD_00270,CUST_0125,Running Shoes,Sports,1,109.99,109.99,2024-01-13,Tokyo,Japan
ORD_00271,CUST_0041,USB-C Cable,Electronics,5,12.99,64.95,2024-11-17,Sydney,Australia
ORD_00272,CUST_0160,Running Shoes,Sports,2,109.99,219.98,2024-09-07,Paris,France
